"rank","title","album","artist","albumYear","rankOneYearAgo","timestamp","albumArt"
"146","Legs","","ZZ Top","","","2022-10-23 14:27:10","https://images.mediaworks.nz/radio/song/images/legs_400_zz_top.jpg?width=400&height=400&crop=auto"
"147","Misty Mountain Hop","","Led Zeppelin","","","2022-10-23 14:21:20","https://images.mediaworks.nz/radio/song/images/misty_mountain_hop_400_led_zeppelin.jpg?width=400&height=400&crop=auto"
"148","Runnin' Down A Dream","","Tom Petty","","","2022-10-23 14:15:30","https://images.mediaworks.nz/radio/song/images/runnin_down_a_dream_400_tom_petty.jpg?width=400&height=400&crop=auto"
"149","Reckless (Don't Be So)","","Reckless","","","2022-10-23 14:09:40","https://images.mediaworks.nz/radio/song/images/reckless_don_t_be_so__400_reckless.jpg?width=400&height=400&crop=auto"
"150","Hammer To Fall","","Queen","","","2022-10-23 14:03:50","https://images.mediaworks.nz/radio/song/images/hammer_to_fall_400_queen.jpg?width=400&height=400&crop=auto"
"151","Empty Spaces / Young Lust","","Pink Floyd","","","2022-10-23 13:58:00","https://images.mediaworks.nz/radio/song/images/empty_spaces_young_lust_400_pink_floyd.jpg?width=400&height=400&crop=auto"
"152","Ziggy Stardust","","David Bowie","","","2022-10-23 13:51:10","https://images.mediaworks.nz/radio/song/images/ziggy_stardust_400_david_bowie.jpg?width=400&height=400&crop=auto"
"153","Don't You (Forget About Me)","","Simple Minds","","","2022-10-23 13:44:20","https://images.mediaworks.nz/radio/song/images/don_t_you_forget_about_me__400_simple_minds.jpg?width=400&height=400&crop=auto"
"154","Heartbreaker/Livin' Lovin' Maid","","Led Zeppelin","","","2022-10-23 13:37:30","https://images.mediaworks.nz/radio/song/images/heartbreaker_livin_lovin_maid_400_led_zeppelin.jpg?width=400&height=400&crop=auto"
"155","One Bourbon One Scotch One Beer","","George Thorogood & The Destroyers","","","2022-10-23 13:30:40","https://images.mediaworks.nz/radio/song/images/one_bourbon_one_scotch_one_beer_400_george_thorogood_the_destroyers.jpg?width=400&height=400&crop=auto"
"156","Radio Ga-Ga","","Ga","","","2022-10-23 13:23:50","https://images.mediaworks.nz/radio/song/images/radio_ga_ga_400_ga.jpg?width=400&height=400&crop=auto"
"157","You Can't Always Get What You Want","","Rolling Stones","","","2022-10-23 13:17:00","https://images.mediaworks.nz/radio/song/images/you_can_t_always_get_what_you_want_400_rolling_stones.jpg?width=400&height=400&crop=auto"
"158","Give A Little Bit","","Supertramp","","","2022-10-23 13:10:10","https://images.mediaworks.nz/radio/song/images/give_a_little_bit_400_supertramp.jpg?width=400&height=400&crop=auto"
"159","Roxanne","","Police","","","2022-10-23 13:03:20","https://images.mediaworks.nz/radio/song/images/roxanne_400_police.jpg?width=400&height=400&crop=auto"
"160","Killer Queen","","Queen","","","2022-10-23 12:55:30","https://images.mediaworks.nz/radio/song/images/killer_queen_400_queen.jpg?width=400&height=400&crop=auto"
"161","The Boys Are Back In Town","","Thin Lizzy","","","2022-10-23 12:50:40","https://images.mediaworks.nz/radio/song/images/the_boys_are_back_in_town_400_thin_lizzy.jpg?width=400&height=400&crop=auto"
"162","Miss You","","Rolling Stones","","","2022-10-23 12:45:50","https://images.mediaworks.nz/radio/song/images/miss_you_400_rolling_stones.jpg?width=400&height=400&crop=auto"
"163","Wild West End","","Dire Straits","","","2022-10-23 12:41:00","https://images.mediaworks.nz/radio/song/images/wild_west_end_400_dire_straits.jpg?width=400&height=400&crop=auto"
"164","Let's Dance","","David Bowie","","","2022-10-23 12:36:10","https://images.mediaworks.nz/radio/song/images/let_s_dance_400_david_bowie.jpg?width=400&height=400&crop=auto"
"165","Purple Haze","","Jimi Hendrix","","","2022-10-23 12:31:20","https://images.mediaworks.nz/radio/song/images/purple_haze_400_jimi_hendrix.jpg?width=400&height=400&crop=auto"
"166","The Boys Of Summer","","Don Henley","","","2022-10-23 12:26:30","https://images.mediaworks.nz/radio/song/images/the_boys_of_summer_400_don_henley.jpg?width=400&height=400&crop=auto"
"167","I Love Rock 'N Roll","","Joan Jett & The Blackhearts","","","2022-10-23 12:21:40","https://images.mediaworks.nz/radio/song/images/i_love_rock_n_roll_400_joan_jett_the_blackhearts.jpg?width=400&height=400&crop=auto"
"168","Come Together","","Beatles","","","2022-10-23 12:16:50","https://images.mediaworks.nz/radio/song/images/come_together_400_beatles.jpg?width=400&height=400&crop=auto"
"169","Industrial Disease","","Dire Straits","","","2022-10-23 12:12:00","https://images.mediaworks.nz/radio/song/images/industrial_disease_400_dire_straits.jpg?width=400&height=400&crop=auto"
"170","Here I Go Again","","Whitesnake","","","2022-10-23 12:07:10","https://images.mediaworks.nz/radio/song/images/here_i_go_again_400_whitesnake.jpg?width=400&height=400&crop=auto"
"171","Panama","","Van Halen","","","2022-10-23 12:02:20","https://images.mediaworks.nz/radio/song/images/panama_400_van_halen.jpg?width=400&height=400&crop=auto"
"172","Gypsy","","Fleetwood Mac","","","2022-10-23 11:57:30","https://images.mediaworks.nz/radio/song/images/gypsy_400_fleetwood_mac.jpg?width=400&height=400&crop=auto"
"173","Who Are You","","Who","","","2022-10-23 11:52:40","https://images.mediaworks.nz/radio/song/images/who_are_you_400_who.jpg?width=400&height=400&crop=auto"
"174","Rock The Casbah","","Clash","","","2022-10-23 11:47:50","https://images.mediaworks.nz/radio/song/images/rock_the_casbah_400_clash.jpg?width=400&height=400&crop=auto"
"175","Rebel Rebel","","David Bowie","","","2022-10-23 11:43:00","https://images.mediaworks.nz/radio/song/images/rebel_rebel_400_david_bowie.jpg?width=400&height=400&crop=auto"
"176","Down To The Waterline","","Dire Straits","","","2022-10-23 11:38:10","https://images.mediaworks.nz/radio/song/images/down_to_the_waterline_400_dire_straits.jpg?width=400&height=400&crop=auto"
"177","Every Rose Has Has It's Thorn","","Poison","","","2022-10-23 11:33:20","https://images.mediaworks.nz/radio/song/images/every_rose_has_has_it_s_thorn_400_poison.jpg?width=400&height=400&crop=auto"
"178","Once In A Lifetime","","Talking Heads","","","2022-10-23 11:28:30","https://images.mediaworks.nz/radio/song/images/once_in_a_lifetime_400_talking_heads.jpg?width=400&height=400&crop=auto"
"179","Old Time Rock & Roll","","Bob Seger & The Silver Bullet Band","","","2022-10-23 11:23:40","https://images.mediaworks.nz/radio/song/images/old_time_rock_roll_400_bob_seger_the_silver_bullet_band.jpg?width=400&height=400&crop=auto"
"180","Just What I Needed","","Cars","","","2022-10-23 11:18:50","https://images.mediaworks.nz/radio/song/images/just_what_i_needed_400_cars.jpg?width=400&height=400&crop=auto"
"181","Walk On The Wild Side","","Lou Reed","","","2022-10-23 11:14:00","https://images.mediaworks.nz/radio/song/images/walk_on_the_wild_side_400_lou_reed.jpg?width=400&height=400&crop=auto"
"182","Reeling In The Years","","Steely Dan","","","2022-10-23 11:09:10","https://images.mediaworks.nz/radio/song/images/reeling_in_the_years_400_steely_dan.jpg?width=400&height=400&crop=auto"
"183","Summer Of 69","","Bryan Adams","","","2022-10-23 11:04:20","https://images.mediaworks.nz/radio/song/images/summer_of_69_400_bryan_adams.jpg?width=400&height=400&crop=auto"
"184","Changes","","David Bowie","","","2022-10-23 10:59:30","https://images.mediaworks.nz/radio/song/images/changes_400_david_bowie.jpg?width=400&height=400&crop=auto"
"185","Stop Draggin' My Heart Around","","Stevie Nicks & Tom Petty","","","2022-10-23 10:54:40","https://images.mediaworks.nz/radio/song/images/stop_draggin_my_heart_around_400_stevie_nicks_tom_petty.jpg?width=400&height=400&crop=auto"
"186","Black Night","","Deep Purple","","","2022-10-23 10:49:50","https://images.mediaworks.nz/radio/song/images/black_night_400_deep_purple.jpg?width=400&height=400&crop=auto"
"187","Losing My Religion","","R.E.M.","","","2022-10-23 10:45:00","https://images.mediaworks.nz/radio/song/images/losing_my_religion_400_r_e_m_.jpg?width=400&height=400&crop=auto"
"188","Beds Are Burning","","Midnight Oil","","","2022-10-23 10:40:10","https://images.mediaworks.nz/radio/song/images/beds_are_burning_400_midnight_oil.jpg?width=400&height=400&crop=auto"
"189","Breathe","","Pink Floyd","","","2022-10-23 10:35:20","https://images.mediaworks.nz/radio/song/images/breathe_400_pink_floyd.jpg?width=400&height=400&crop=auto"
"190","Copperhead Road","","Steve Earle","","","2022-10-23 10:30:30","https://images.mediaworks.nz/radio/song/images/copperhead_road_400_steve_earle.jpg?width=400&height=400&crop=auto"
"191","My My, Hey Hey (Out Of The Blue)","","Neil Young","","","2022-10-23 10:25:40","https://images.mediaworks.nz/radio/song/images/my_my_hey_hey_out_of_the_blue__400_neil_young.jpg?width=400&height=400&crop=auto"
"192","Under The Bridge","","Red Hot Chilli Peppers","","","2022-10-23 10:20:50","https://images.mediaworks.nz/radio/song/images/under_the_bridge_400_red_hot_chilli_peppers.jpg?width=400&height=400&crop=auto"
"193","Beast Of Burden","","Rolling Stones","","","2022-10-23 10:16:00","https://images.mediaworks.nz/radio/song/images/beast_of_burden_400_rolling_stones.jpg?width=400&height=400&crop=auto"
"194","April Sun In Cuba","","Dragon","","","2022-10-23 10:11:10","https://images.mediaworks.nz/radio/song/images/april_sun_in_cuba_400_dragon.jpg?width=400&height=400&crop=auto"
"195","You're My Best Friend","","Queen","","","2022-10-23 10:06:20","https://images.mediaworks.nz/radio/song/images/you_re_my_best_friend_400_queen.jpg?width=400&height=400&crop=auto"
"196","I Want To Know What Love Is","","Foreigner","","","2022-10-23 10:00:30","https://images.mediaworks.nz/radio/song/images/i_want_to_know_what_love_is_400_foreigner.jpg?width=400&height=400&crop=auto"
"197","Animal","","Def Leppard","","","2022-10-23 09:55:30","https://images.mediaworks.nz/radio/song/images/animal_400_def_leppard.jpg?width=400&height=400&crop=auto"
"198","All My Love","","Led Zeppelin","","","2022-10-23 09:50:30","https://images.mediaworks.nz/radio/song/images/all_my_love_400_led_zeppelin.jpg?width=400&height=400&crop=auto"
"199","Take It Easy","","Eagles","","","2022-10-23 09:45:30","https://images.mediaworks.nz/radio/song/images/take_it_easy_400_eagles.jpg?width=400&height=400&crop=auto"
"200","Home By The Sea","","Genesis","","","2022-10-23 09:40:30","https://images.mediaworks.nz/radio/song/images/home_by_the_sea_400_genesis.jpg?width=400&height=400&crop=auto"
"201","Life's Been Good","","Joe Walsh","","","2022-10-23 09:35:30","https://images.mediaworks.nz/radio/song/images/life_s_been_good_400_joe_walsh.jpg?width=400&height=400&crop=auto"
"202","My Sharona","","Knack","","","2022-10-23 09:30:30","https://images.mediaworks.nz/radio/song/images/my_sharona_400_knack.jpg?width=400&height=400&crop=auto"
"203","Stuck In The Middle With You","","Stealers Wheel","","","2022-10-23 09:25:30","https://images.mediaworks.nz/radio/song/images/stuck_in_the_middle_with_you_400_stealers_wheel.jpg?width=400&height=400&crop=auto"
"204","Yesterday","","Beatles","","","2022-10-23 09:20:30","https://images.mediaworks.nz/radio/song/images/yesterday_400_beatles.jpg?width=400&height=400&crop=auto"
"205","Gimme All Your Lovin'","","ZZ Top","","","2022-10-23 09:15:30","https://images.mediaworks.nz/radio/song/images/gimme_all_your_lovin__400_zz_top.jpg?width=400&height=400&crop=auto"
"206","Why Does Love Do This To Me","","Exponents","","","2022-10-23 09:10:30","https://images.mediaworks.nz/radio/song/images/why_does_love_do_this_to_me_400_exponents.jpg?width=400&height=400&crop=auto"
"207","Enter Sandman","","Metallica","","","2022-10-22 22:03:40","https://images.mediaworks.nz/radio/song/images/enter_sandman_400_metallica.jpg?width=400&height=400&crop=auto"
"208","Your Latest Trick","","Dire Straits","","","2022-10-22 21:58:40","https://images.mediaworks.nz/radio/song/images/your_latest_trick_400_dire_straits.jpg?width=400&height=400&crop=auto"
"209","Fat Bottomed Girls","","Queen","","","2022-10-22 21:53:40","https://images.mediaworks.nz/radio/song/images/fat_bottomed_girls_400_queen.jpg?width=400&height=400&crop=auto"
"210","I Was Made For Loving You","","Kiss","","","2022-10-22 21:48:40","https://images.mediaworks.nz/radio/song/images/i_was_made_for_loving_you_400_kiss.jpg?width=400&height=400&crop=auto"
"211","One Tree Hill","","U2","","","2022-10-22 21:43:40","https://images.mediaworks.nz/radio/song/images/one_tree_hill_400_u2.jpg?width=400&height=400&crop=auto"
"212","Fortunate Son","","Creedence Clearwater Revival","","","2022-10-22 21:38:40","https://images.mediaworks.nz/radio/song/images/fortunate_son_400_creedence_clearwater_revival.jpg?width=400&height=400&crop=auto"
"213","The Boys Light Up","","Australian Crawl","","","2022-10-22 21:33:40","https://images.mediaworks.nz/radio/song/images/the_boys_light_up_400_australian_crawl.jpg?width=400&height=400&crop=auto"
"214","You Ain't Seen Nothing Yet","","Bachman - Turner Overdrive","","","2022-10-22 21:28:40","https://images.mediaworks.nz/radio/song/images/you_ain_t_seen_nothing_yet_400_bachman_turner_overdrive.jpg?width=400&height=400&crop=auto"
"215","Dancing In The Dark","","Bruce Springtseen","","","2022-10-22 21:23:40","https://images.mediaworks.nz/thesound/Content/apps/theme/images/thesound_square4x.png?width=400&height=400&crop=auto"
"216","Let's Go","","Cars","","","2022-10-22 21:18:40","https://images.mediaworks.nz/radio/song/images/let_s_go_400_cars.jpg?width=400&height=400&crop=auto"
"217","T.N.T.","","AC/DC","","","2022-10-22 21:13:40","https://images.mediaworks.nz/radio/song/images/t_n_t__400_ac_dc.jpg?width=400&height=400&crop=auto"
"218","Heart Of Glass","","Blondie","","","2022-10-22 21:08:40","https://images.mediaworks.nz/radio/song/images/heart_of_glass_400_blondie.jpg?width=400&height=400&crop=auto"
"219","Message In A Bottle","","Police","","","2022-10-22 21:02:50","https://images.mediaworks.nz/radio/song/images/message_in_a_bottle_400_police.jpg?width=400&height=400&crop=auto"
"220","The Passenger","","Iggy Pop","","","2022-10-22 20:58:00","https://images.mediaworks.nz/radio/song/images/the_passenger_400_iggy_pop.jpg?width=400&height=400&crop=auto"
"221","Jump","","Van Halen","","","2022-10-22 20:53:10","https://images.mediaworks.nz/radio/song/images/jump_400_van_halen.jpg?width=400&height=400&crop=auto"
"222","Mama","","Genesis","","","2022-10-22 20:48:20","https://images.mediaworks.nz/radio/song/images/mama_400_genesis.jpg?width=400&height=400&crop=auto"
"223","Your Song","","Elton John","","","2022-10-22 20:43:30","https://images.mediaworks.nz/radio/song/images/your_song_400_elton_john.jpg?width=400&height=400&crop=auto"
"224","Hey Little Girl","","Icehouse","","","2022-10-22 20:38:40","https://images.mediaworks.nz/radio/song/images/hey_little_girl_400_icehouse.jpg?width=400&height=400&crop=auto"
"225","Mary Jane's Last Dance","","Tom Petty & The Heartbreakers","","","2022-10-22 20:33:50","https://images.mediaworks.nz/radio/song/images/mary_jane_s_last_dance_400_tom_petty_the_heartbreakers.jpg?width=400&height=400&crop=auto"
"226","Band On The Run","","Wings","","","2022-10-22 20:29:00","https://images.mediaworks.nz/radio/song/images/band_on_the_run_400_wings.jpg?width=400&height=400&crop=auto"
"227","Edge Of Seventeen","","Stevie Nicks","","","2022-10-22 20:24:10","https://images.mediaworks.nz/radio/song/images/edge_of_seventeen_400_stevie_nicks.jpg?width=400&height=400&crop=auto"
"228","Behind Blue Eyes","","Who","","","2022-10-22 20:19:20","https://images.mediaworks.nz/radio/song/images/behind_blue_eyes_400_who.jpg?width=400&height=400&crop=auto"
"229","School's Out","","Alice Cooper","","","2022-10-22 20:14:30","https://images.mediaworks.nz/radio/song/images/school_s_out_400_alice_cooper.jpg?width=400&height=400&crop=auto"
"230","You Make Lovin' Fun","","Fleetwood Mac","","","2022-10-22 20:09:40","https://images.mediaworks.nz/radio/song/images/you_make_lovin_fun_400_fleetwood_mac.jpg?width=400&height=400&crop=auto"
"231","Fame","","David Bowie","","","2022-10-22 20:04:50","https://images.mediaworks.nz/radio/song/images/fame_400_david_bowie.jpg?width=400&height=400&crop=auto"
"232","Should I Stay Or Should I Go","","Clash","","","2022-10-22 19:59:50","https://images.mediaworks.nz/radio/song/images/should_i_stay_or_should_i_go_400_clash.jpg?width=400&height=400&crop=auto"
"233","Take The Long Way Home","","Supertramp","","","2022-10-22 19:54:50","https://images.mediaworks.nz/radio/song/images/take_the_long_way_home_400_supertramp.jpg?width=400&height=400&crop=auto"
"234","Tie Your Mother Down","","Queen","","","2022-10-22 19:49:50","https://images.mediaworks.nz/radio/song/images/tie_your_mother_down_400_queen.jpg?width=400&height=400&crop=auto"
"235","Blinded By The Light","","Manfred Mann's Earth Band","","","2022-10-22 19:44:50","https://images.mediaworks.nz/radio/song/images/blinded_by_the_light_400_manfred_mann_s_earth_band.jpg?width=400&height=400&crop=auto"
"236","Learning To Fly","","Tom Petty & The Heartbreakers","","","2022-10-22 19:39:50","https://images.mediaworks.nz/radio/song/images/learning_to_fly_400_tom_petty_the_heartbreakers.jpg?width=400&height=400&crop=auto"
"237","Don't Bring Me Down","","Electric Light Orchestra","","","2022-10-22 19:34:50","https://images.mediaworks.nz/radio/song/images/don_t_bring_me_down_400_electric_light_orchestra.jpg?width=400&height=400&crop=auto"
"238","Forever Now","","Cold Chisel","","","2022-10-22 19:29:50","https://images.mediaworks.nz/radio/song/images/forever_now_400_cold_chisel.jpg?width=400&height=400&crop=auto"
"239","The Joker","","Steve Miller Band","","","2022-10-22 19:24:50","https://images.mediaworks.nz/radio/song/images/the_joker_400_steve_miller_band.jpg?width=400&height=400&crop=auto"
"240","Take Me To The River","","Talking Heads","","","2022-10-22 19:19:50","https://images.mediaworks.nz/radio/song/images/take_me_to_the_river_400_talking_heads.jpg?width=400&height=400&crop=auto"
"241","Long Cool Woman (In A Black Dress)","","Hollies","","","2022-10-22 19:14:50","https://images.mediaworks.nz/radio/song/images/long_cool_woman_in_a_black_dress__400_hollies.jpg?width=400&height=400&crop=auto"
"242","Bad Moon Rising","","Creedence Clearwater Revival","","","2022-10-22 19:09:50","https://images.mediaworks.nz/radio/song/images/bad_moon_rising_400_creedence_clearwater_revival.jpg?width=400&height=400&crop=auto"
"243","Poor Boy","","Split Enz","","","2022-10-22 19:04:00","https://images.mediaworks.nz/radio/song/images/poor_boy_400_split_enz.jpg?width=400&height=400&crop=auto"
"244","Candle In The Wind","","Elton John","","","2022-10-22 18:58:30","https://images.mediaworks.nz/radio/song/images/candle_in_the_wind_400_elton_john.jpg?width=400&height=400&crop=auto"
"245","Here Comes My Girl","","Tom Petty & The Heartbreakers","","","2022-10-22 18:53:00","https://images.mediaworks.nz/radio/song/images/here_comes_my_girl_400_tom_petty_the_heartbreakers.jpg?width=400&height=400&crop=auto"
"246","Carry On Wayward Son","","Kansas","","","2022-10-22 18:47:30","https://images.mediaworks.nz/radio/song/images/carry_on_wayward_son_400_kansas.jpg?width=400&height=400&crop=auto"
"247","Black Magic Woman / Gypsy Queen","","Santana","","","2022-10-22 18:42:00","https://images.mediaworks.nz/radio/song/images/black_magic_woman_gypsy_queen_400_santana.jpg?width=400&height=400&crop=auto"
"248","Night Moves","","Bob Seger & The SIlver Bullet Band","","","2022-10-22 18:36:30","https://images.mediaworks.nz/radio/song/images/night_moves_400_bob_seger_the_silver_bullet_band.jpg?width=400&height=400&crop=auto"
"249","Light My Fire","","Doors","","","2022-10-22 18:31:00","https://images.mediaworks.nz/radio/song/images/light_my_fire_400_doors.jpg?width=400&height=400&crop=auto"
"250","Creep","","Radiohead","","","2022-10-22 18:25:30","https://images.mediaworks.nz/radio/song/images/creep_400_radiohead.jpg?width=400&height=400&crop=auto"
"251","More Than This","","Roxy Music","","","2022-10-22 18:20:00","https://images.mediaworks.nz/radio/song/images/more_than_this_400_roxy_music.jpg?width=400&height=400&crop=auto"
"252","Gutter Black","","Hello Sailor","","","2022-10-22 18:14:30","https://images.mediaworks.nz/radio/song/images/gutter_black_400_hello_sailor.jpg?width=400&height=400&crop=auto"
"253","She Sells Sanctuary","","The Cult","","","2022-10-22 18:09:00","https://images.mediaworks.nz/radio/song/images/she_sells_sanctuary_400_the_cult.jpg?width=400&height=400&crop=auto"
"254","Cold As Ice","","Foreigner","","","2022-10-22 18:03:10","https://images.mediaworks.nz/radio/song/images/cold_as_ice_400_foreigner.jpg?width=400&height=400&crop=auto"
"255","Live And Let Die","","Wings","","","2022-10-22 17:58:10","https://images.mediaworks.nz/radio/song/images/live_and_let_die_400_wings.jpg?width=400&height=400&crop=auto"
"256","Need You Tonight","","INXS","","","2022-10-22 17:53:10","https://images.mediaworks.nz/radio/song/images/need_you_tonight_400_inxs.jpg?width=400&height=400&crop=auto"
"257","Honky Tonk Woman","","Rolling Stones","","","2022-10-22 17:48:10","https://images.mediaworks.nz/radio/song/images/honky_tonk_woman_400_rolling_stones.jpg?width=400&height=400&crop=auto"
"258","Patience","","Guns N' Roses","","","2022-10-22 17:43:10","https://images.mediaworks.nz/radio/song/images/patience_400_guns_n_roses.jpg?width=400&height=400&crop=auto"
"259","The Man Who Sold The World","","David Bowie","","","2022-10-22 17:38:10","https://images.mediaworks.nz/radio/song/images/the_man_who_sold_the_world_400_david_bowie.jpg?width=400&height=400&crop=auto"
"260","D'yer Mak'er","","Led Zeppelin","","","2022-10-22 17:33:10","https://images.mediaworks.nz/radio/song/images/d_yer_mak_er_400_led_zeppelin.jpg?width=400&height=400&crop=auto"
"261","Nothing Else Matters","","Metallica","","","2022-10-22 17:28:10","https://images.mediaworks.nz/radio/song/images/nothing_else_matters_400_metallica.jpg?width=400&height=400&crop=auto"
"262","Seven Wonders","","Fleetwood Mac","","","2022-10-22 17:23:10","https://images.mediaworks.nz/radio/song/images/seven_wonders_400_fleetwood_mac.jpg?width=400&height=400&crop=auto"
"263","The Wind Cried Mary","","Jimi Hendrix","","","2022-10-22 17:18:10","https://images.mediaworks.nz/radio/song/images/the_wind_cried_mary_400_jimi_hendrix.jpg?width=400&height=400&crop=auto"
"264","My Best Friend's Girl","","Cars","","","2022-10-22 17:13:10","https://images.mediaworks.nz/radio/song/images/my_best_friend_s_girl_400_cars.jpg?width=400&height=400&crop=auto"
"265","Call Me","","Blondie","","","2022-10-22 17:08:10","https://images.mediaworks.nz/radio/song/images/call_me_400_blondie.jpg?width=400&height=400&crop=auto"
"266","Hollywood Nights","","Bob Seger & The Silver Bullet Band","","","2022-10-22 17:03:10","https://images.mediaworks.nz/radio/song/images/hollywood_nights_400_bob_seger_the_silver_bullet_band.jpg?width=400&height=400&crop=auto"
"267","One Of These Nights","","Eagles","","","2022-10-22 16:57:20","https://images.mediaworks.nz/radio/song/images/one_of_these_nights_400_eagles.jpg?width=400&height=400&crop=auto"
"268","Where The Streets Have No Name","","U2","","","2022-10-22 16:51:30","https://images.mediaworks.nz/radio/song/images/where_the_streets_have_no_name_400_u2.jpg?width=400&height=400&crop=auto"
"269","Dreamer","","Supertramp","","","2022-10-22 16:45:40","https://images.mediaworks.nz/radio/song/images/dreamer_400_supertramp.jpg?width=400&height=400&crop=auto"
"270","Hysteria","","Def Leppard","","","2022-10-22 16:39:50","https://images.mediaworks.nz/radio/song/images/hysteria_400_def_leppard.jpg?width=400&height=400&crop=auto"
"271","You Took The Words Right Out Of My Mouth","","Meat Loaf","","","2022-10-22 16:34:00","https://images.mediaworks.nz/radio/song/images/you_took_the_words_right_out_of_my_mouth_400_meat_loaf.jpg?width=400&height=400&crop=auto"
"272","Love Over Gold","","Dire Straits","","","2022-10-22 16:28:10","https://images.mediaworks.nz/radio/song/images/love_over_gold_400_dire_straits.jpg?width=400&height=400&crop=auto"
"273","With A Little Help From My Friends","","Joe Cocker","","","2022-10-22 16:22:20","https://images.mediaworks.nz/radio/song/images/with_a_little_help_from_my_friends_400_joe_cocker.jpg?width=400&height=400&crop=auto"
"274","Californication","","Red Hot Chilli Peppers","","","2022-10-22 16:16:30","https://images.mediaworks.nz/radio/song/images/californication_400_red_hot_chilli_peppers.jpg?width=400&height=400&crop=auto"
"275","Don't Stop","","Fleetwood Mac","","","2022-10-22 16:10:40","https://images.mediaworks.nz/radio/song/images/don_t_stop_400_fleetwood_mac.jpg?width=400&height=400&crop=auto"
"276","Highway Star","","Deep Purple","","","2022-10-22 16:04:50","https://images.mediaworks.nz/radio/song/images/highway_star_400_deep_purple.jpg?width=400&height=400&crop=auto"
"277","Lady Writer","","Dire Straits","","","2022-10-22 15:59:20","https://images.mediaworks.nz/radio/song/images/lady_writer_400_dire_straits.jpg?width=400&height=400&crop=auto"
"278","Hey Joe","","Jimi Hendrix","","","2022-10-22 15:53:50","https://images.mediaworks.nz/radio/song/images/hey_joe_400_jimi_hendrix.jpg?width=400&height=400&crop=auto"
"279","Desperado","","Eagles","","","2022-10-22 15:48:20","https://images.mediaworks.nz/radio/song/images/desperado_400_eagles.jpg?width=400&height=400&crop=auto"
"280","Rockin' In The Free World","","Neil Young","","","2022-10-22 15:42:50","https://images.mediaworks.nz/radio/song/images/rockin_in_the_free_world_400_neil_young.jpg?width=400&height=400&crop=auto"
"281","Goodbye Stranger","","Supertramp","","","2022-10-22 15:37:20","https://images.mediaworks.nz/radio/song/images/goodbye_stranger_400_supertramp.jpg?width=400&height=400&crop=auto"
"282","White Wedding","","Billy Idol","","","2022-10-22 15:31:50","https://images.mediaworks.nz/radio/song/images/white_wedding_400_billy_idol.jpg?width=400&height=400&crop=auto"
"283","Break On Through","","Doors","","","2022-10-22 15:26:20","https://images.mediaworks.nz/radio/song/images/break_on_through_400_doors.jpg?width=400&height=400&crop=auto"
"284","The One I Love","","R.E.M.","","","2022-10-22 15:20:50","https://images.mediaworks.nz/radio/song/images/the_one_i_love_400_r_e_m_.jpg?width=400&height=400&crop=auto"
"285","Who","","You Better You Bet","","","2022-10-22 15:15:20","https://images.mediaworks.nz/radio/song/images/who_400_you_better_you_bet.jpg?width=400&height=400&crop=auto"
"286","All Right Now","","Free","","","2022-10-22 15:09:50","https://images.mediaworks.nz/radio/song/images/all_right_now_400_free.jpg?width=400&height=400&crop=auto"
"287","Sharp Dressed Man","","ZZ Top","","","2022-10-22 15:04:00","https://images.mediaworks.nz/radio/song/images/sharp_dressed_man_400_zz_top.jpg?width=400&height=400&crop=auto"
"288","Goodbye Yellow Brick Road","","Elton John","","","2022-10-22 14:58:30","https://images.mediaworks.nz/radio/song/images/goodbye_yellow_brick_road_400_elton_john.jpg?width=400&height=400&crop=auto"
"289","The Unforgiven","","Metallica","","","2022-10-22 14:53:00","https://images.mediaworks.nz/radio/song/images/the_unforgiven_400_metallica.jpg?width=400&height=400&crop=auto"
"290","Have You Ever Seen The Rain","","Creedence Clearwater Revival","","","2022-10-22 14:47:30","https://images.mediaworks.nz/radio/song/images/have_you_ever_seen_the_rain_400_creedence_clearwater_revival.jpg?width=400&height=400&crop=auto"
"291","We Didn't Start The Fire","","Billy Joel","","","2022-10-22 14:42:00","https://images.mediaworks.nz/radio/song/images/we_didn_t_start_the_fire_400_billy_joel.jpg?width=400&height=400&crop=auto"
"292","Feel Like Makin' Love","","Bad Company","","","2022-10-22 14:36:30","https://images.mediaworks.nz/radio/song/images/feel_like_makin_love_400_bad_company.jpg?width=400&height=400&crop=auto"
"293","Everybody Wants To Rule The World","","Tears For Fears","","","2022-10-22 14:31:00","https://images.mediaworks.nz/radio/song/images/everybody_wants_to_rule_the_world_400_tears_for_fears.jpg?width=400&height=400&crop=auto"
"294","The Jean Genie","","David Bowie","","","2022-10-22 14:25:30","https://images.mediaworks.nz/radio/song/images/the_jean_genie_400_david_bowie.jpg?width=400&height=400&crop=auto"
"295","Centerfold","","J. Geils Band","","","2022-10-22 14:20:00","https://images.mediaworks.nz/radio/song/images/centerfold_400_j_geils_band.jpg?width=400&height=400&crop=auto"
"296","Babe I'm Gonna Leave You","","Led Zeppelin","","","2022-10-22 14:14:30","https://images.mediaworks.nz/radio/song/images/babe_i_m_gonna_leave_you_400_led_zeppelin.jpg?width=400&height=400&crop=auto"
"297","Feels Like The First Time","","Foreigner","","","2022-10-22 14:09:00","https://images.mediaworks.nz/radio/song/images/feels_like_the_first_time_400_foreigner.jpg?width=400&height=400&crop=auto"
