"rank","title","album","artist","albumYear","rankOneYearAgo","timestamp","albumArt"
"150","White Wedding","","Billy Idol","","","2020-10-25 16:25:00","https://cdn.mediaworks.nz/radio/song/images/white_wedding_400_billy_idol.jpg?width=400&height=400&crop=auto"
"151","Modern Love","","David Bowie","","","2020-10-25 16:20:00","https://cdn.mediaworks.nz/radio/song/images/modern_love_400_david_bowie.jpg?width=400&height=400&crop=auto"
"152","Panama","","Van Halen","","","2020-10-25 16:15:00","https://cdn.mediaworks.nz/radio/song/images/panama_400_van_halen.jpg?width=400&height=400&crop=auto"
"153","Hey Joe","","Jimi Hendrix","","","2020-10-25 16:10:00","https://cdn.mediaworks.nz/radio/song/images/hey_joe_400_jimi_hendrix.jpg?width=400&height=400&crop=auto"
"154","Industrial Disease","","Dire Straits","","","2020-10-25 16:05:00","https://cdn.mediaworks.nz/radio/song/images/industrial_disease_400_dire_straits.jpg?width=400&height=400&crop=auto"
"155","For Those About To Rock","","AC/DC","","","2020-10-25 16:00:00","https://cdn.mediaworks.nz/radio/song/images/for_those_about_to_rock_400_ac_dc.jpg?width=400&height=400&crop=auto"
"156","Whip It","","Devo","","","2020-10-25 15:55:00","https://cdn.mediaworks.nz/radio/song/images/whip_it_400_devo.jpg?width=400&height=400&crop=auto"
"157","You Really Got Me","","Kinks","","","2020-10-25 15:50:00","https://cdn.mediaworks.nz/radio/song/images/you_really_got_me_400_kinks.jpg?width=400&height=400&crop=auto"
"158","Mary Jane's Last Dance","","Tom Petty & the Hear...","","","2020-10-25 15:45:00","https://cdn.mediaworks.nz/radio/song/images/mary_jane_s_last_dance_400_tom_petty_the_hear_.jpg?width=400&height=400&crop=auto"
"159","Suffragette City","","David Bowie","","","2020-10-25 15:40:00","https://cdn.mediaworks.nz/radio/song/images/suffragette_city_400_david_bowie.jpg?width=400&height=400&crop=auto"
"160","Free Fallin'","","Tom Petty","","","2020-10-25 15:35:00","https://cdn.mediaworks.nz/radio/song/images/free_fallin__400_tom_petty.jpg?width=400&height=400&crop=auto"
"161","Strawberry Fields Forever","","Beatles","","","2020-10-25 15:30:00","https://cdn.mediaworks.nz/radio/song/images/strawberry_fields_forever_400_beatles.jpg?width=400&height=400&crop=auto"
"162","Sara","","Fleetwood Mac","","","2020-10-25 15:25:00","https://cdn.mediaworks.nz/radio/song/images/sara_400_fleetwood_mac.jpg?width=400&height=400&crop=auto"
"163","Lady Writer","","Dire Straits","","","2020-10-25 15:20:00","https://cdn.mediaworks.nz/radio/song/images/lady_writer_400_dire_straits.jpg?width=400&height=400&crop=auto"
"164","We Are The Champions","","Queen","","","2020-10-25 15:15:00","https://cdn.mediaworks.nz/radio/song/images/we_are_the_champions_400_queen.jpg?width=400&height=400&crop=auto"
"165","Piano Man","","Billy Joel","","","2020-10-25 15:10:00","https://cdn.mediaworks.nz/radio/song/images/piano_man_400_billy_joel.jpg?width=400&height=400&crop=auto"
"166","Cocaine","","Eric Clapton","","","2020-10-25 15:05:00","https://cdn.mediaworks.nz/radio/song/images/cocaine_400_eric_clapton.jpg?width=400&height=400&crop=auto"
"167","I Want It All","","Queen","","","2020-10-25 15:00:00","https://cdn.mediaworks.nz/radio/song/images/i_want_it_all_400_queen.jpg?width=400&height=400&crop=auto"
"168","Love Her Madly","","Doors","","","2020-10-25 14:55:00","https://cdn.mediaworks.nz/radio/song/images/love_her_madly_400_doors.jpg?width=400&height=400&crop=auto"
"169","Road To Nowhere","","Talking Heads","","","2020-10-25 14:50:00","https://cdn.mediaworks.nz/radio/song/images/road_to_nowhere_400_talking_heads.jpg?width=400&height=400&crop=auto"
"170","Poor Boy","","Split Enz","","","2020-10-25 14:45:00","https://cdn.mediaworks.nz/radio/song/images/poor_boy_400_split_enz.jpg?width=400&height=400&crop=auto"
"171","Flame Trees","","Cold Chisel","","","2020-10-25 14:40:00","https://cdn.mediaworks.nz/radio/song/images/flame_trees_400_cold_chisel.jpg?width=400&height=400&crop=auto"
"172","Legs","","ZZ Top","","","2020-10-25 14:35:00","https://cdn.mediaworks.nz/radio/song/images/legs_400_zz_top.jpg?width=400&height=400&crop=auto"
"173","Start Me Up","","Rolling Stones","","","2020-10-25 14:30:00","https://cdn.mediaworks.nz/radio/song/images/start_me_up_400_rolling_stones.jpg?width=400&height=400&crop=auto"
"174","Sound And Vision","","David Bowie","","","2020-10-25 14:25:00","https://cdn.mediaworks.nz/radio/song/images/sound_and_vision_400_david_bowie.jpg?width=400&height=400&crop=auto"
"175","Night Moves","","Bob Seger & The Silve...","","","2020-10-25 14:20:00","https://cdn.mediaworks.nz/radio/song/images/night_moves_400_bob_seger_the_silve_.jpg?width=400&height=400&crop=auto"
"176","Old Man","","Neil Young","","","2020-10-25 14:15:00","https://cdn.mediaworks.nz/radio/song/images/old_man_400_neil_young.jpg?width=400&height=400&crop=auto"
"177","Ramble On","","Led Zeppelin","","","2020-10-25 14:10:00","https://cdn.mediaworks.nz/radio/song/images/ramble_on_400_led_zeppelin.jpg?width=400&height=400&crop=auto"
"178","For What It's Worth (Stop, Hey What's That Sound)","","Buffalo Springfield","","","2020-10-25 14:05:00","https://cdn.mediaworks.nz/radio/song/images/for_what_it_s_worth_stop_hey_what_s_that_sound__400_buffalo_springfield.jpg?width=400&height=400&crop=auto"
"179","Ballroom Blitz","","Sweet","","","2020-10-25 14:00:00","https://cdn.mediaworks.nz/radio/song/images/ballroom_blitz_400_sweet.jpg?width=400&height=400&crop=auto"
"180","Fame","","David Bowie","","","2020-10-25 13:55:00","https://cdn.mediaworks.nz/radio/song/images/fame_400_david_bowie.jpg?width=400&height=400&crop=auto"
"181","Heart Of Glass","","Blondie","","","2020-10-25 13:50:00","https://cdn.mediaworks.nz/radio/song/images/heart_of_glass_400_blondie.jpg?width=400&height=400&crop=auto"
"182","Don't Stop","","Fleetwood Mac","","","2020-10-25 13:45:00","https://cdn.mediaworks.nz/radio/song/images/don_t_stop_400_fleetwood_mac.jpg?width=400&height=400&crop=auto"
"183","American Girl","","Tom Petty & the Hear...","","","2020-10-25 13:40:00","https://cdn.mediaworks.nz/radio/song/images/american_girl_400_tom_petty_the_hear_.jpg?width=400&height=400&crop=auto"
"184","Gimme Shelter","","Rolling Stones","","","2020-10-25 13:35:00","https://cdn.mediaworks.nz/radio/song/images/gimme_shelter_400_rolling_stones.jpg?width=400&height=400&crop=auto"
"185","Roxanne","","Police","","","2020-10-25 13:30:00","https://cdn.mediaworks.nz/radio/song/images/roxanne_400_police.jpg?width=400&height=400&crop=auto"
"186","Lyin' Eyes","","Eagles","","","2020-10-25 13:25:00","https://cdn.mediaworks.nz/radio/song/images/lyin_eyes_400_eagles.jpg?width=400&height=400&crop=auto"
"187","Under Pressure","","Queen & David Bowie","","","2020-10-25 13:20:00","https://cdn.mediaworks.nz/radio/song/images/under_pressure_400_queen_david_bowie.jpg?width=400&height=400&crop=auto"
"188","T.N.T.","","AC/DC","","","2020-10-25 13:15:00","https://cdn.mediaworks.nz/radio/song/images/t_n_t__400_ac_dc.jpg?width=400&height=400&crop=auto"
"189","Message In A Bottle","","Police","","","2020-10-25 13:10:00","https://cdn.mediaworks.nz/radio/song/images/message_in_a_bottle_400_police.jpg?width=400&height=400&crop=auto"
"190","Solsbury Hill","","Peter Gabriel","","","2020-10-25 13:05:00","https://cdn.mediaworks.nz/radio/song/images/solsbury_hill_400_peter_gabriel.jpg?width=400&height=400&crop=auto"
"191","The Logical Song","","Supertramp","","","2020-10-25 13:00:00","https://cdn.mediaworks.nz/radio/song/images/the_logical_song_400_supertramp.jpg?width=400&height=400&crop=auto"
"192","Go Your Own Way","","Fleetwood Mac","","","2020-10-25 12:55:00","https://cdn.mediaworks.nz/radio/song/images/go_your_own_way_400_fleetwood_mac.jpg?width=400&height=400&crop=auto"
"193","My Generation","","Who","","","2020-10-25 12:50:00","https://cdn.mediaworks.nz/radio/song/images/my_generation_400_who.jpg?width=400&height=400&crop=auto"
"194","Be Good Johnny","","Men At Work","","","2020-10-25 12:45:00","https://cdn.mediaworks.nz/radio/song/images/be_good_johnny_400_men_at_work.jpg?width=400&height=400&crop=auto"
"195","Burning Down The House","","Talking Heads","","","2020-10-25 12:40:00","https://cdn.mediaworks.nz/radio/song/images/burning_down_the_house_400_talking_heads.jpg?width=400&height=400&crop=auto"
"196","Yesterday","","Beatles","","","2020-10-25 12:35:00","https://cdn.mediaworks.nz/radio/song/images/yesterday_400_beatles.jpg?width=400&height=400&crop=auto"
"197","Livin' On A Prayer","","Bon Jovi","","","2020-10-25 12:30:00","https://cdn.mediaworks.nz/radio/song/images/livin_on_a_prayer_400_bon_jovi.jpg?width=400&height=400&crop=auto"
"198","Let's Go","","Cars","","","2020-10-25 12:25:00","https://cdn.mediaworks.nz/radio/song/images/let_s_go_400_cars.jpg?width=400&height=400&crop=auto"
"199","Oh Yeah","","Roxy Music","","","2020-10-25 12:20:00","https://cdn.mediaworks.nz/radio/song/images/oh_yeah_400_roxy_music.jpg?width=400&height=400&crop=auto"
"200","D'yer Mak'er","","Led Zeppelin","","","2020-10-25 12:15:00","https://cdn.mediaworks.nz/radio/song/images/d_yer_mak_er_400_led_zeppelin.jpg?width=400&height=400&crop=auto"
"201","I Won't Back Down","","Tom Petty","","","2020-10-25 12:10:00","https://cdn.mediaworks.nz/radio/song/images/i_won_t_back_down_400_tom_petty.jpg?width=400&height=400&crop=auto"
"202","That Look In Your Eyes","","Th' Dudes","","","2020-10-25 12:05:00","https://cdn.mediaworks.nz/radio/song/images/that_look_in_your_eyes_400_th_dudes.jpg?width=400&height=400&crop=auto"
"203","Changes","","David Bowie","","","2020-10-25 12:00:00","https://cdn.mediaworks.nz/radio/song/images/changes_400_david_bowie.jpg?width=400&height=400&crop=auto"
"204","Born To Be Wild","","Steppenwolf","","","2020-10-25 11:55:00","https://cdn.mediaworks.nz/radio/song/images/born_to_be_wild_400_steppenwolf.jpg?width=400&height=400&crop=auto"
"205","Heart Of Gold","","Neil Young","","","2020-10-25 11:50:00","https://cdn.mediaworks.nz/radio/song/images/heart_of_gold_400_neil_young.jpg?width=400&height=400&crop=auto"
"206","Home By The Sea","","Genesis","","","2020-10-25 11:45:00","https://cdn.mediaworks.nz/radio/song/images/home_by_the_sea_400_genesis.jpg?width=400&height=400&crop=auto"
"207","Norwegian Wood (This Bird Has Flown)","","Beatles","","","2020-10-25 11:40:00","https://cdn.mediaworks.nz/radio/song/images/norwegian_wood_this_bird_has_flown__400_beatles.jpg?width=400&height=400&crop=auto"
"208","Rhiannon","","Fleetwood Mac","","","2020-10-25 11:35:00","https://cdn.mediaworks.nz/radio/song/images/rhiannon_400_fleetwood_mac.jpg?width=400&height=400&crop=auto"
"209","Mr. Blue Sky","","Electric Light Orchestra","","","2020-10-25 11:30:00","https://cdn.mediaworks.nz/radio/song/images/mr_blue_sky_400_electric_light_orchestra.jpg?width=400&height=400&crop=auto"
"210","Breakfast In America","","Supertramp","","","2020-10-25 11:25:00","https://cdn.mediaworks.nz/radio/song/images/breakfast_in_america_400_supertramp.jpg?width=400&height=400&crop=auto"
"211","Turn The Page","","Bob Seger & The Silve...","","","2020-10-25 11:20:00","https://cdn.mediaworks.nz/radio/song/images/turn_the_page_400_bob_seger_the_silve_.jpg?width=400&height=400&crop=auto"
"212","Tie Your Mother Down","","Queen","","","2020-10-25 11:15:00","https://cdn.mediaworks.nz/radio/song/images/tie_your_mother_down_400_queen.jpg?width=400&height=400&crop=auto"
"213","Walking On The Moon","","Police","","","2020-10-25 11:10:00","https://cdn.mediaworks.nz/radio/song/images/walking_on_the_moon_400_police.jpg?width=400&height=400&crop=auto"
"214","Get Off My Cloud","","Rolling Stones","","","2020-10-25 11:05:00","https://cdn.mediaworks.nz/radio/song/images/get_off_my_cloud_400_rolling_stones.jpg?width=400&height=400&crop=auto"
"215","Brain Damage","","Pink Floyd","","","2020-10-25 11:00:00","https://cdn.mediaworks.nz/radio/song/images/brain_damage_400_pink_floyd.jpg?width=400&height=400&crop=auto"
"216","London Calling","","Clash","","","2020-10-25 10:55:00","https://cdn.mediaworks.nz/radio/song/images/london_calling_400_clash.jpg?width=400&height=400&crop=auto"
"217","Big Log","","Robert Plant","","","2020-10-25 10:50:00","https://cdn.mediaworks.nz/radio/song/images/big_log_400_robert_plant.jpg?width=400&height=400&crop=auto"
"218","Girlfriend Is Better","","Talking Heads","","","2020-10-25 10:45:00","https://cdn.mediaworks.nz/radio/song/images/girlfriend_is_better_400_talking_heads.jpg?width=400&height=400&crop=auto"
"219","The Waiting","","Tom Petty & the Hear...","","","2020-10-25 10:40:00","https://cdn.mediaworks.nz/radio/song/images/the_waiting_400_tom_petty_the_hear_.jpg?width=400&height=400&crop=auto"
"220","Baba O'Reilly","","Who","","","2020-10-25 10:35:00","https://cdn.mediaworks.nz/radio/song/images/baba_o_reilly_400_who.jpg?width=400&height=400&crop=auto"
"221","Dirty Creature","","Split Enz","","","2020-10-25 10:30:00","https://cdn.mediaworks.nz/radio/song/images/dirty_creature_400_split_enz.jpg?width=400&height=400&crop=auto"
"222","Rebel Yell","","Billy Idol","","","2020-10-25 10:25:00","https://cdn.mediaworks.nz/radio/song/images/rebel_yell_400_billy_idol.jpg?width=400&height=400&crop=auto"
"223","A Whiter Shade Of Pale","","Procol Harum","","","2020-10-25 10:20:00","https://cdn.mediaworks.nz/radio/song/images/a_whiter_shade_of_pale_400_procol_harum.jpg?width=400&height=400&crop=auto"
"224","Promised You A Miracle","","Simple Minds","","","2020-10-25 10:15:00","https://cdn.mediaworks.nz/radio/song/images/promised_you_a_miracle_400_simple_minds.jpg?width=400&height=400&crop=auto"
"225","Break On Through","","Doors","","","2020-10-25 10:10:00","https://cdn.mediaworks.nz/radio/song/images/break_on_through_400_doors.jpg?width=400&height=400&crop=auto"
"226","Sunday Bloody Sunday","","U2","","","2020-10-24 22:15:31","https://cdn.mediaworks.nz/radio/song/images/sunday_bloody_sunday_400_u2.jpg?width=400&height=400&crop=auto"
"227","All Right Now","","Free","","","2020-10-24 22:09:56","https://cdn.mediaworks.nz/radio/song/images/all_right_now_400_free.jpg?width=400&height=400&crop=auto"
"228","Bennie And The Jets","","Elton John","","","2020-10-24 22:04:21","https://cdn.mediaworks.nz/radio/song/images/bennie_and_the_jets_400_elton_john.jpg?width=400&height=400&crop=auto"
"229","A Horse With No Name","","America","","","2020-10-24 21:58:46","https://cdn.mediaworks.nz/radio/song/images/a_horse_with_no_name_400_america.jpg?width=400&height=400&crop=auto"
"230","Radio Ga-Ga","","Queen","","","2020-10-24 21:53:11","https://cdn.mediaworks.nz/radio/song/images/radio_ga_ga_400_queen.jpg?width=400&height=400&crop=auto"
"231","All The Young Dudes","","Mott The Hoople","","","2020-10-24 21:47:36","https://cdn.mediaworks.nz/radio/song/images/all_the_young_dudes_400_mott_the_hoople.jpg?width=400&height=400&crop=auto"
"232","Evil Woman","","Electric Light Orchestra","","","2020-10-24 21:42:01","https://cdn.mediaworks.nz/radio/song/images/evil_woman_400_electric_light_orchestra.jpg?width=400&height=400&crop=auto"
"233","Gold Dust Woman","","Fleetwood Mac","","","2020-10-24 21:36:26","https://cdn.mediaworks.nz/radio/song/images/gold_dust_woman_400_fleetwood_mac.jpg?width=400&height=400&crop=auto"
"234","Do You Feel Like We Do","","Peter Frampton","","","2020-10-24 21:30:51","https://cdn.mediaworks.nz/radio/song/images/do_you_feel_like_we_do_400_peter_frampton.jpg?width=400&height=400&crop=auto"
"235","Because The Night","","Patti Smith Group","","","2020-10-24 21:25:16","https://cdn.mediaworks.nz/radio/song/images/because_the_night_400_patti_smith_group.jpg?width=400&height=400&crop=auto"
"236","Don't Bring Me Down","","Electric Light Orchestra","","","2020-10-24 21:19:41","https://cdn.mediaworks.nz/radio/song/images/don_t_bring_me_down_400_electric_light_orchestra.jpg?width=400&height=400&crop=auto"
"237","Love Hurts","","Nazareth","","","2020-10-24 21:14:06","https://cdn.mediaworks.nz/radio/song/images/love_hurts_400_nazareth.jpg?width=400&height=400&crop=auto"
"238","I Love Rock 'N Roll","","Joan Jett & The Black...","","","2020-10-24 21:08:31","https://cdn.mediaworks.nz/radio/song/images/i_love_rock_n_roll_400_joan_jett_the_black_.jpg?width=400&height=400&crop=auto"
"239","Drive My Car","","Beatles","","","2020-10-24 21:02:56","https://cdn.mediaworks.nz/radio/song/images/drive_my_car_400_beatles.jpg?width=400&height=400&crop=auto"
"240","Mother","","Pink Floyd","","","2020-10-24 20:57:21","https://cdn.mediaworks.nz/radio/song/images/mother_400_pink_floyd.jpg?width=400&height=400&crop=auto"
"241","Need You Tonight","","Inxs","","","2020-10-24 20:51:46","https://cdn.mediaworks.nz/radio/song/images/need_you_tonight_400_inxs.jpg?width=400&height=400&crop=auto"
"242","November Rain","","Guns N' Roses","","","2020-10-24 20:46:11","https://cdn.mediaworks.nz/radio/song/images/november_rain_400_guns_n_roses.jpg?width=400&height=400&crop=auto"
"243","Sunshine Of Your Love","","Cream","","","2020-10-24 20:40:36","https://cdn.mediaworks.nz/radio/song/images/sunshine_of_your_love_400_cream.jpg?width=400&height=400&crop=auto"
"244","Pinball Wizard","","Who","","","2020-10-24 20:35:01","https://cdn.mediaworks.nz/radio/song/images/pinball_wizard_400_who.jpg?width=400&height=400&crop=auto"
"245","Thick As A Brick","","Jethro Tull","","","2020-10-24 20:29:26","https://cdn.mediaworks.nz/radio/song/images/thick_as_a_brick_400_jethro_tull.jpg?width=400&height=400&crop=auto"
"246","Six Months In A Leaky Boat","","Split Enz","","","2020-10-24 20:23:51","https://cdn.mediaworks.nz/radio/song/images/six_months_in_a_leaky_boat_400_split_enz.jpg?width=400&height=400&crop=auto"
"247","Edge Of Seventeen","","Stevie Nicks","","","2020-10-24 20:18:16","https://cdn.mediaworks.nz/radio/song/images/edge_of_seventeen_400_stevie_nicks.jpg?width=400&height=400&crop=auto"
"248","Keep Talking","","Pink Floyd","","","2020-10-24 20:12:41","https://cdn.mediaworks.nz/radio/song/images/keep_talking_400_pink_floyd.jpg?width=400&height=400&crop=auto"
"249","With A Little Help From My Friends","","Joe Cocker","","","2020-10-24 20:07:06","https://cdn.mediaworks.nz/radio/song/images/with_a_little_help_from_my_friends_400_joe_cocker.jpg?width=400&height=400&crop=auto"
"250","I Don't Like Mondays","","Boomtown Rats","","","2020-10-24 20:01:31","https://cdn.mediaworks.nz/radio/song/images/i_don_t_like_mondays_400_boomtown_rats.jpg?width=400&height=400&crop=auto"
"251","Like A Hurricane","","Neil Young","","","2020-10-24 19:55:56","https://cdn.mediaworks.nz/radio/song/images/like_a_hurricane_400_neil_young.jpg?width=400&height=400&crop=auto"
"252","Don't Stop Me Now","","Queen","","","2020-10-24 19:50:21","https://cdn.mediaworks.nz/radio/song/images/don_t_stop_me_now_400_queen.jpg?width=400&height=400&crop=auto"
"253","Say You Love Me","","Fleetwood Mac","","","2020-10-24 19:44:46","https://cdn.mediaworks.nz/radio/song/images/say_you_love_me_400_fleetwood_mac.jpg?width=400&height=400&crop=auto"
"254","Feel Like Makin' Love","","Bad Company","","","2020-10-24 19:39:11","https://cdn.mediaworks.nz/radio/song/images/feel_like_makin_love_400_bad_company.jpg?width=400&height=400&crop=auto"
"255","Gimme All Your Lovin'","","ZZ Top","","","2020-10-24 19:33:36","https://cdn.mediaworks.nz/radio/song/images/gimme_all_your_lovin__400_zz_top.jpg?width=400&height=400&crop=auto"
"256","Welcome To The Jungle","","Guns N' Roses","","","2020-10-24 19:28:01","https://cdn.mediaworks.nz/radio/song/images/welcome_to_the_jungle_400_guns_n_roses.jpg?width=400&height=400&crop=auto"
"257","Walk Of Life","","Dire Straits","","","2020-10-24 19:22:26","https://cdn.mediaworks.nz/radio/song/images/walk_of_life_400_dire_straits.jpg?width=400&height=400&crop=auto"
"258","Good Times Roll","","Cars","","","2020-10-24 19:16:51","https://cdn.mediaworks.nz/radio/song/images/good_times_roll_400_cars.jpg?width=400&height=400&crop=auto"
"259","Losing My Religion","","R.E.M.","","","2020-10-24 19:11:16","https://cdn.mediaworks.nz/radio/song/images/losing_my_religion_400_r_e_m_.jpg?width=400&height=400&crop=auto"
"260","Hells Bells","","AC/DC","","","2020-10-24 19:05:41","https://cdn.mediaworks.nz/radio/song/images/hells_bells_400_ac_dc.jpg?width=400&height=400&crop=auto"
"261","Hush","","Deep Purple","","","2020-10-24 19:00:06","https://cdn.mediaworks.nz/radio/song/images/hush_400_deep_purple.jpg?width=400&height=400&crop=auto"
"262","Here Comes My Girl","","Tom Petty & the Hear...","","","2020-10-24 18:54:31","https://cdn.mediaworks.nz/radio/song/images/here_comes_my_girl_400_tom_petty_the_hear_.jpg?width=400&height=400&crop=auto"
"263","One Of These Nights","","Eagles","","","2020-10-24 18:48:56","https://cdn.mediaworks.nz/radio/song/images/one_of_these_nights_400_eagles.jpg?width=400&height=400&crop=auto"
"264","You Took The Words Right Out Of My Mouth (Hot Summer Night)","","Meat Loaf","","","2020-10-24 18:43:21","https://cdn.mediaworks.nz/radio/song/images/you_took_the_words_right_out_of_my_mouth_hot_summer_night__400_meat_loaf.jpg?width=400&height=400&crop=auto"
"265","Fashion","","David Bowie","","","2020-10-24 18:37:46","https://cdn.mediaworks.nz/radio/song/images/fashion_400_david_bowie.jpg?width=400&height=400&crop=auto"
"266","Expresso Love","","Dire Straits","","","2020-10-24 18:32:11","https://cdn.mediaworks.nz/radio/song/images/expresso_love_400_dire_straits.jpg?width=400&height=400&crop=auto"
"267","Purple Haze","","Jimi Hendrix","","","2020-10-24 18:26:36","https://cdn.mediaworks.nz/radio/song/images/purple_haze_400_jimi_hendrix.jpg?width=400&height=400&crop=auto"
"268","A Kind Of Magic","","Queen","","","2020-10-24 18:21:01","https://cdn.mediaworks.nz/radio/song/images/a_kind_of_magic_400_queen.jpg?width=400&height=400&crop=auto"
"269","One Step Ahead","","Split Enz","","","2020-10-24 18:15:26","https://cdn.mediaworks.nz/radio/song/images/one_step_ahead_400_split_enz.jpg?width=400&height=400&crop=auto"
"270","Seven Wonders","","Fleetwood Mac","","","2020-10-24 18:09:51","https://cdn.mediaworks.nz/radio/song/images/seven_wonders_400_fleetwood_mac.jpg?width=400&height=400&crop=auto"
"271","She Talks To Angels","","Black Crowes","","","2020-10-24 18:04:42","https://cdn.mediaworks.nz/radio/song/images/she_talks_to_angels_400_black_crowes.jpg?width=400&height=400&crop=auto"
"272","Pour Some Sugar On Me","","Def Leppard","","","2020-10-24 17:59:33","https://cdn.mediaworks.nz/radio/song/images/pour_some_sugar_on_me_400_def_leppard.jpg?width=400&height=400&crop=auto"
"273","Live And Let Die","","Wings","","","2020-10-24 17:54:24","https://cdn.mediaworks.nz/radio/song/images/live_and_let_die_400_wings.jpg?width=400&height=400&crop=auto"
"274","Street Cafe","","Icehouse","","","2020-10-24 17:49:15","https://cdn.mediaworks.nz/radio/song/images/street_cafe_400_icehouse.jpg?width=400&height=400&crop=auto"
"275","Sledgehammer","","Peter Gabriel","","","2020-10-24 17:44:06","https://cdn.mediaworks.nz/radio/song/images/sledgehammer_400_peter_gabriel.jpg?width=400&height=400&crop=auto"
"276","All Along The Watchtower","","Jimi Hendrix","","","2020-10-24 17:38:57","https://cdn.mediaworks.nz/radio/song/images/all_along_the_watchtower_400_jimi_hendrix.jpg?width=400&height=400&crop=auto"
"277","That's All","","Genesis","","","2020-10-24 17:33:48","https://cdn.mediaworks.nz/radio/song/images/that_s_all_400_genesis.jpg?width=400&height=400&crop=auto"
"278","Behind Blue Eyes","","Who","","","2020-10-24 17:28:39","https://cdn.mediaworks.nz/radio/song/images/behind_blue_eyes_400_who.jpg?width=400&height=400&crop=auto"
"279","Who Can It Be Now","","Men At Work","","","2020-10-24 17:23:30","https://cdn.mediaworks.nz/radio/song/images/who_can_it_be_now_400_men_at_work.jpg?width=400&height=400&crop=auto"
"280","Do It Again","","Steely Dan","","","2020-10-24 17:18:21","https://cdn.mediaworks.nz/radio/song/images/do_it_again_400_steely_dan.jpg?width=400&height=400&crop=auto"
"281","Lucy In The Sky With Diamonds","","Beatles","","","2020-10-24 17:13:12","https://cdn.mediaworks.nz/radio/song/images/lucy_in_the_sky_with_diamonds_400_beatles.jpg?width=400&height=400&crop=auto"
"282","Love Is A Battlefield","","Pat Benatar","","","2020-10-24 17:08:03","https://cdn.mediaworks.nz/radio/song/images/love_is_a_battlefield_400_pat_benatar.jpg?width=400&height=400&crop=auto"
"283","Love Me Two Times","","Doors","","","2020-10-24 17:02:54","https://cdn.mediaworks.nz/radio/song/images/love_me_two_times_400_doors.jpg?width=400&height=400&crop=auto"
"284","Tiny Dancer","","Elton John","","","2020-10-24 16:57:45","https://cdn.mediaworks.nz/radio/song/images/tiny_dancer_400_elton_john.jpg?width=400&height=400&crop=auto"
"285","Magic Man","","Heart","","","2020-10-24 16:52:36","https://cdn.mediaworks.nz/radio/song/images/magic_man_400_heart.jpg?width=400&height=400&crop=auto"
"286","Take It Easy","","Eagles","","","2020-10-24 16:47:27","https://cdn.mediaworks.nz/radio/song/images/take_it_easy_400_eagles.jpg?width=400&height=400&crop=auto"
"287","Vienna","","Ultravox","","","2020-10-24 16:42:18","https://cdn.mediaworks.nz/radio/song/images/vienna_400_ultravox.jpg?width=400&height=400&crop=auto"
"288","China Grove","","Doobie Brothers","","","2020-10-24 16:37:09","https://cdn.mediaworks.nz/radio/song/images/china_grove_400_doobie_brothers.jpg?width=400&height=400&crop=auto"
"289","Rocket Man","","Elton John","","","2020-10-24 16:32:00","https://cdn.mediaworks.nz/radio/song/images/rocket_man_400_elton_john.jpg?width=400&height=400&crop=auto"
"290","Telephone Line","","Electric Light Orchestra","","","2020-10-24 16:26:51","https://cdn.mediaworks.nz/radio/song/images/telephone_line_400_electric_light_orchestra.jpg?width=400&height=400&crop=auto"
"291","Glory Days","","Bruce Springsteen","","","2020-10-24 16:21:42","https://cdn.mediaworks.nz/radio/song/images/glory_days_400_bruce_springsteen.jpg?width=400&height=400&crop=auto"
"292","Heartache Tonight","","Eagles","","","2020-10-24 16:16:33","https://cdn.mediaworks.nz/radio/song/images/heartache_tonight_400_eagles.jpg?width=400&height=400&crop=auto"
"293","Have You Ever Seen The Rain","","Creedence Clearwate...","","","2020-10-24 16:11:24","https://cdn.mediaworks.nz/radio/song/images/have_you_ever_seen_the_rain_400_creedence_clearwate_.jpg?width=400&height=400&crop=auto"
"294","Working Class Man","","Jimmy Barnes","","","2020-10-24 16:06:15","https://cdn.mediaworks.nz/radio/song/images/working_class_man_400_jimmy_barnes.jpg?width=400&height=400&crop=auto"
"295","Golden Years","","David Bowie","","","2020-10-24 16:01:06","https://cdn.mediaworks.nz/radio/song/images/golden_years_400_david_bowie.jpg?width=400&height=400&crop=auto"
"296","Listen Like Thieves","","Inxs","","","2020-10-24 15:55:57","https://cdn.mediaworks.nz/radio/song/images/listen_like_thieves_400_inxs.jpg?width=400&height=400&crop=auto"
"297","Nature","","Mutton Birds","","","2020-10-24 15:50:48","https://cdn.mediaworks.nz/radio/song/images/nature_400_mutton_birds.jpg?width=400&height=400&crop=auto"
"298","Every Breath You Take","","Police","","","2020-10-24 15:45:39","https://cdn.mediaworks.nz/radio/song/images/every_breath_you_take_400_police.jpg?width=400&height=400&crop=auto"
"299","Paradise City","","Guns N' Roses","","","2020-10-24 15:40:30","https://cdn.mediaworks.nz/radio/song/images/paradise_city_400_guns_n_roses.jpg?width=400&height=400&crop=auto"
"300","Wild Wild Life","","Talking Heads","","","2020-10-24 15:35:21","https://cdn.mediaworks.nz/radio/song/images/wild_wild_life_400_talking_heads.jpg?width=400&height=400&crop=auto"
"301","Brown Sugar","","Rolling Stones","","","2020-10-24 15:30:12","https://cdn.mediaworks.nz/radio/song/images/brown_sugar_400_rolling_stones.jpg?width=400&height=400&crop=auto"
