"rank","day","start","Length"
"1046","9","2020-10-22 17:03:56","183093"
"1047","9","2020-10-22 16:55:58","286533"
"1048","9","2020-10-22 16:48:00","0"
"1049","9","2020-10-22 16:40:02","390579"
"1050","9","2020-10-22 16:32:04","142946"
"1051","9","2020-10-22 16:24:06","0"
"1052","9","2020-10-22 16:16:08","0"
"1053","9","2020-10-22 16:08:10","193506"
"1054","9","2020-10-22 16:00:12","376160"
"1055","9","2020-10-22 15:52:14","380053"
"1056","9","2020-10-22 15:44:16","818693"
"1057","9","2020-10-22 15:36:18","0"
"1058","9","2020-10-22 15:31:18","200360"
"1059","9","2020-10-22 15:26:18","329746"
"1060","9","2020-10-22 15:21:18","234080"
"1061","9","2020-10-22 15:16:18","333816"
"1062","9","2020-10-22 15:11:18","201534"
"1063","9","2020-10-22 15:06:18","397768"
"1064","9","2020-10-22 15:01:18","205626"
"1065","9","2020-10-22 14:56:18","239826"
"1066","9","2020-10-22 14:51:18","252946"
"1067","9","2020-10-22 14:46:18","258773"
"1068","9","2020-10-22 14:41:18","288720"
"1069","9","2020-10-22 14:36:18","197200"
"1070","9","2020-10-22 14:31:18","257272"
"1071","9","2020-10-22 14:26:18","237026"
"1072","9","2020-10-22 14:21:18","322866"
"1073","9","2020-10-22 14:16:18","200800"
"1074","9","2020-10-22 14:11:18","300346"
"1075","9","2020-10-22 14:06:18","254120"
"1076","9","2020-10-22 14:01:18","195106"
"1077","9","2020-10-22 13:56:18","243200"
"1078","9","2020-10-22 13:51:18","165853"
"1079","9","2020-10-22 13:46:18","273333"
"1080","9","2020-10-22 13:41:18","279666"
"1081","9","2020-10-22 13:36:18","200146"
"1082","9","2020-10-22 13:31:18","439120"
"1083","9","2020-10-22 13:26:18","316706"
"1084","9","2020-10-22 13:21:18","0"
"1085","9","2020-10-22 13:16:18","298640"
"1086","9","2020-10-22 13:11:18","282746"
"1087","9","2020-10-22 13:06:18","191333"
"1088","9","2020-10-22 13:01:18","269533"
"1089","9","2020-10-22 12:56:18","272906"
"1090","9","2020-10-22 12:51:18","0"
"1091","9","2020-10-22 12:46:18","225360"
"1092","9","2020-10-22 12:41:18","201360"
"1093","9","2020-10-22 12:36:18","172466"
"1094","9","2020-10-22 12:31:18","299266"
"1095","9","2020-10-22 12:26:18","264373"
"1096","9","2020-10-22 12:21:18","266720"
"1097","9","2020-10-22 12:16:18","237360"
"1098","9","2020-10-22 12:11:18","242106"
"1099","9","2020-10-22 12:06:18","283160"
"1100","9","2020-10-22 12:01:30","199066"
"1101","9","2020-10-22 11:56:42","193613"
"1102","9","2020-10-22 11:51:54","290840"
"1103","9","2020-10-22 11:47:06","279333"
"1104","9","2020-10-22 11:42:18","0"
"1105","9","2020-10-22 11:37:30","222266"
"1106","9","2020-10-22 11:32:42","260640"
"1107","9","2020-10-22 11:27:54","228706"
"1108","9","2020-10-22 11:23:06","218293"
"1109","9","2020-10-22 11:18:18","247227"
"1110","9","2020-10-22 11:13:30","226540"
"1111","9","2020-10-22 11:08:42","238680"
"1112","9","2020-10-22 11:03:54","363800"
"1113","9","2020-10-22 10:59:06","222706"
"1114","9","2020-10-22 10:54:18","252360"
"1115","9","2020-10-22 10:49:30","202053"
"1116","9","2020-10-22 10:44:42","266160"
"1117","9","2020-10-22 10:39:54","288640"
"1118","9","2020-10-22 10:35:06","271000"
"1119","9","2020-10-22 10:30:18","193426"
"1120","9","2020-10-22 10:25:30","0"
"1121","9","2020-10-22 10:20:42","285133"
"1122","9","2020-10-22 10:15:54","233493"
"1123","9","2020-10-22 10:11:06","189347"
"1124","9","2020-10-22 10:06:18","0"
"1125","9","2020-10-22 10:01:30","316693"
"1126","9","2020-10-22 09:56:03","213800"
"1127","9","2020-10-22 09:50:36","146480"
"1128","9","2020-10-22 09:45:09","247962"
"1129","9","2020-10-22 09:39:42","176386"
"1130","9","2020-10-22 09:34:15","260506"
"1131","9","2020-10-22 09:28:48","262440"
"1132","9","2020-10-22 09:23:21","0"
"1133","9","2020-10-22 09:17:54","0"
"1134","9","2020-10-22 09:12:27","253813"
"1135","9","2020-10-22 09:07:00","236973"
"1136","9","2020-10-22 08:50:00","320266"
"1137","9","2020-10-22 08:40:00","0"
"1138","9","2020-10-22 08:30:00","203293"
"1139","9","2020-10-22 08:20:00","316717"
"1140","9","2020-10-22 08:11:00","239266"
"1141","9","2020-10-22 08:07:00","225880"
"1142","8","2020-10-21 18:40:10","177560"
"1143","8","2020-10-21 18:32:45","177960"
"1144","8","2020-10-21 18:25:20","721000"
"1145","8","2020-10-21 18:17:55","170893"
"1146","8","2020-10-21 18:10:30","193346"
"1147","8","2020-10-21 18:03:05","216000"
"1148","8","2020-10-21 17:55:40","262748"
"1149","8","2020-10-21 17:48:15","230400"
"1150","8","2020-10-21 17:40:50","0"
"1151","8","2020-10-21 17:33:25","322613"
"1152","8","2020-10-21 17:26:00","260333"
"1153","8","2020-10-21 17:18:35","198906"
"1154","8","2020-10-21 17:11:10","205333"
"1155","8","2020-10-21 17:03:45","268200"
"1156","8","2020-10-21 16:56:20","215360"
"1157","8","2020-10-21 16:48:55","0"
"1158","8","2020-10-21 16:41:30","0"
"1159","8","2020-10-21 16:34:05","177946"
"1160","8","2020-10-21 16:26:40","353693"
"1161","8","2020-10-21 16:19:15","241540"
"1162","8","2020-10-21 16:11:50","214666"
"1163","8","2020-10-21 16:04:25","295586"
"1164","8","2020-10-21 15:57:00","408697"
"1165","8","2020-10-21 15:49:35","399546"
"1166","8","2020-10-21 15:42:10","283786"
"1167","8","2020-10-21 15:34:45","196226"
"1168","8","2020-10-21 15:27:20","234466"
"1169","8","2020-10-21 15:19:55","0"
"1170","8","2020-10-21 15:12:30","282400"
"1171","8","2020-10-21 15:07:12","826813"
"1172","8","2020-10-21 15:01:54","241960"
"1173","8","2020-10-21 14:56:36","226301"
"1174","8","2020-10-21 14:51:18","217906"
"1175","8","2020-10-21 14:46:00","234586"
"1176","8","2020-10-21 14:40:42","236426"
"1177","8","2020-10-21 14:35:24","273906"
"1178","8","2020-10-21 14:30:06","266933"
"1179","8","2020-10-21 14:24:48","295533"
"1180","8","2020-10-21 14:19:30","241906"
"1181","8","2020-10-21 14:14:12","294800"
"1182","8","2020-10-21 14:08:54","168840"
"1183","8","2020-10-21 14:03:36","275493"
"1184","8","2020-10-21 13:58:18","0"
"1185","8","2020-10-21 13:53:00","0"
"1186","8","2020-10-21 13:47:42","175173"
"1187","8","2020-10-21 13:42:24","267533"
"1188","8","2020-10-21 13:37:06","0"
"1189","8","2020-10-21 13:31:48","238560"
"1190","8","2020-10-21 13:26:30","317240"
"1191","8","2020-10-21 13:21:12","219666"
"1192","8","2020-10-21 13:15:54","246413"
"1193","8","2020-10-21 13:10:36","0"
"1194","8","2020-10-21 13:05:18","257480"
"1195","8","2020-10-21 13:00:00","265840"
"1196","8","2020-10-21 12:54:42","536226"
"1197","8","2020-10-21 12:49:24","188266"
"1198","8","2020-10-21 12:44:06","218826"
"1199","8","2020-10-21 12:38:48","292720"
"1200","8","2020-10-21 12:33:30","180840"
"1201","8","2020-10-21 12:28:12","199666"
"1202","8","2020-10-21 12:22:54","297266"
"1203","8","2020-10-21 12:17:36","284863"
"1204","8","2020-10-21 12:12:18","264503"
"1205","8","2020-10-21 12:07:00","218600"
"1206","8","2020-10-21 12:11:40","278746"
"1207","8","2020-10-21 12:06:52","261933"
"1208","8","2020-10-21 12:02:04","302253"
"1209","8","2020-10-21 11:57:16","388624"
"1210","8","2020-10-21 11:52:28","266280"
"1211","8","2020-10-21 11:47:40","263746"
"1212","8","2020-10-21 11:42:52","0"
"1213","8","2020-10-21 11:38:04","187346"
"1214","8","2020-10-21 11:33:16","382466"
"1215","8","2020-10-21 11:28:28","214706"
"1216","8","2020-10-21 11:23:40","173853"
"1217","8","2020-10-21 11:18:52","203506"
"1218","8","2020-10-21 11:14:04","179760"
"1219","8","2020-10-21 11:09:16","134906"
"1220","8","2020-10-21 11:04:28","0"
"1221","8","2020-10-21 10:59:40","0"
"1222","8","2020-10-21 10:54:52","254080"
"1223","8","2020-10-21 10:50:04","381626"
"1224","8","2020-10-21 10:45:16","278133"
"1225","8","2020-10-21 10:40:28","217746"
"1226","8","2020-10-21 10:35:40","0"
"1227","8","2020-10-21 10:30:52","298333"
"1228","8","2020-10-21 10:26:04","0"
"1229","8","2020-10-21 10:21:16","255080"
"1230","8","2020-10-21 10:14:12","216760"
"1231","8","2020-10-21 10:07:08","382533"
"1232","8","2020-10-21 10:00:04","220786"
"1233","8","2020-10-21 09:53:00","176893"
"1234","8","2020-10-21 09:45:56","208466"
"1235","8","2020-10-21 09:38:52","266773"
"1236","8","2020-10-21 09:31:48","218240"
"1237","8","2020-10-21 09:24:44","283360"
"1238","8","2020-10-21 09:17:40","241346"
"1239","8","2020-10-21 09:10:36","211440"
"1240","8","2020-10-21 09:03:32","222146"
"1241","8","2020-10-21 08:56:28","281853"
"1242","8","2020-10-21 08:49:24","130173"
"1243","8","2020-10-21 08:42:20","132840"
"1244","8","2020-10-21 08:35:16","211933"
"1245","8","2020-10-21 08:28:12","181106"
"1246","8","2020-10-21 08:21:08","313573"
"1247","8","2020-10-21 08:14:04","497120"
"1248","8","2020-10-21 08:07:00","169720"
"1249","7","2020-10-20 18:35:20","0"
"1250","7","2020-10-20 18:27:22","221332"
"1251","7","2020-10-20 18:19:24","163373"
"1252","7","2020-10-20 18:11:26","243866"
"1253","7","2020-10-20 18:03:28","350266"
"1254","7","2020-10-20 17:55:30","269693"
"1255","7","2020-10-20 17:47:32","0"
"1256","7","2020-10-20 17:39:34","191960"
"1257","7","2020-10-20 17:31:36","341493"
"1258","7","2020-10-20 17:23:38","310333"
"1259","7","2020-10-20 17:15:40","205653"
"1260","7","2020-10-20 17:07:42","291080"
"1261","7","2020-10-20 16:59:44","157533"
"1262","7","2020-10-20 16:51:46","220560"
"1263","7","2020-10-20 16:43:48","0"
"1264","7","2020-10-20 16:35:50","248986"
"1265","7","2020-10-20 16:27:52","202973"
"1266","7","2020-10-20 16:19:54","352586"
"1267","7","2020-10-20 16:11:56","240426"
"1268","7","2020-10-20 16:03:58","173626"
"1269","7","2020-10-20 15:56:00","198880"
"1270","7","2020-10-20 15:48:02","0"
"1271","7","2020-10-20 15:40:04","301626"
"1272","7","2020-10-20 15:32:06","194426"
"1273","7","2020-10-20 15:24:08","267960"
"1274","7","2020-10-20 15:16:10","290960"
"1275","7","2020-10-20 15:08:12","235613"
"1276","7","2020-10-20 15:03:02","261320"
"1277","7","2020-10-20 14:57:52","233133"
"1278","7","2020-10-20 14:52:42","258066"
"1279","7","2020-10-20 14:47:32","237039"
"1280","7","2020-10-20 14:42:22","269466"
"1281","7","2020-10-20 14:37:12","365480"
"1282","7","2020-10-20 14:32:02","369640"
"1283","7","2020-10-20 14:26:52","231520"
"1284","7","2020-10-20 14:21:42","179832"
"1285","7","2020-10-20 14:16:32","251013"
"1286","7","2020-10-20 14:11:22","210653"
"1287","7","2020-10-20 14:06:12","0"
"1288","7","2020-10-20 14:01:02","235613"
"1289","7","2020-10-20 13:55:52","190986"
"1290","7","2020-10-20 13:50:42","332465"
"1291","7","2020-10-20 13:45:32","276186"
"1292","7","2020-10-20 13:40:22","274867"
"1293","7","2020-10-20 13:35:12","241080"
"1294","7","2020-10-20 13:30:02","239546"
"1295","7","2020-10-20 13:24:52","232640"
"1296","7","2020-10-20 13:19:42","286466"
"1297","7","2020-10-20 13:14:32","331400"
"1298","7","2020-10-20 13:09:22","441132"
"1299","7","2020-10-20 13:04:12","235546"
"1300","7","2020-10-20 12:59:02","175666"
"1301","7","2020-10-20 12:53:52","300564"
"1302","7","2020-10-20 12:48:42","0"
"1303","7","2020-10-20 12:43:32","257546"
"1304","7","2020-10-20 12:38:22","201240"
"1305","7","2020-10-20 12:33:12","0"
"1306","7","2020-10-20 12:28:02","0"
"1307","7","2020-10-20 12:22:52","181933"
"1308","7","2020-10-20 12:17:42","295957"
"1309","7","2020-10-20 12:12:32","281084"
"1310","7","2020-10-20 12:07:22","0"
"1311","7","2020-10-20 12:02:12","245573"
"1312","7","2020-10-20 11:57:24","249733"
"1313","7","2020-10-20 11:52:36","204133"
"1314","7","2020-10-20 11:47:48","145866"
"1315","7","2020-10-20 11:43:00","258120"
"1316","7","2020-10-20 11:38:12","141600"
"1317","7","2020-10-20 11:33:24","241040"
"1318","7","2020-10-20 11:28:36","217653"
"1319","7","2020-10-20 11:23:48","308333"
"1320","7","2020-10-20 11:19:00","253946"
"1321","7","2020-10-20 11:14:12","214880"
"1322","7","2020-10-20 11:09:24","196026"
"1323","7","2020-10-20 11:04:36","280833"
"1324","7","2020-10-20 10:59:48","0"
"1325","7","2020-10-20 10:55:00","302904"
"1326","7","2020-10-20 10:50:12","327853"
"1327","7","2020-10-20 10:45:24","199453"
"1328","7","2020-10-20 10:40:36","194973"
"1329","7","2020-10-20 10:35:48","297146"
"1330","7","2020-10-20 10:31:00","223533"
"1331","7","2020-10-20 10:26:12","465933"
"1332","7","2020-10-20 10:21:24","299506"
"1333","7","2020-10-20 10:16:36","245280"
"1334","7","2020-10-20 10:11:48","206586"
"1335","7","2020-10-20 10:07:00","308906"
"1336","7","2020-10-20 10:00:20","208199"
"1337","7","2020-10-20 09:53:40","195477"
"1338","7","2020-10-20 09:47:00","267054"
"1339","7","2020-10-20 09:40:20","299640"
"1340","7","2020-10-20 09:33:40","389933"
"1341","7","2020-10-20 09:27:00","334186"
"1342","7","2020-10-20 09:20:20","262890"
"1343","7","2020-10-20 09:13:40","189429"
"1344","7","2020-10-20 09:07:00","262133"
"1345","7","2020-10-20 09:00:20","321666"
"1346","7","2020-10-20 08:53:40","254133"
"1347","7","2020-10-20 08:47:00","213533"
"1348","7","2020-10-20 08:40:20","238600"
"1349","7","2020-10-20 08:33:40","171466"
"1350","7","2020-10-20 08:27:00","202666"
"1351","7","2020-10-20 08:20:20","225626"
"1352","7","2020-10-20 08:13:40","235173"
"1353","7","2020-10-20 08:07:00","227266"
"1354","6","2020-10-19 18:40:07","248640"
"1355","6","2020-10-19 18:32:26","155986"
"1356","6","2020-10-19 18:24:45","0"
"1357","6","2020-10-19 18:17:04","242093"
"1358","6","2020-10-19 18:09:23","211960"
"1359","6","2020-10-19 18:01:42","288000"
"1360","6","2020-10-19 17:54:01","231546"
"1361","6","2020-10-19 17:46:20","218960"
"1362","6","2020-10-19 17:38:39","149293"
"1363","6","2020-10-19 17:30:58","371133"
"1364","6","2020-10-19 17:23:17","0"
"1365","6","2020-10-19 17:15:36","231640"
"1366","6","2020-10-19 17:07:55","173266"
"1367","6","2020-10-19 17:00:14","243280"
"1368","6","2020-10-19 16:52:33","198386"
"1369","6","2020-10-19 16:44:52","201133"
"1370","6","2020-10-19 16:37:11","0"
"1371","6","2020-10-19 16:29:30","266013"
"1372","6","2020-10-19 16:21:49","326040"
"1373","6","2020-10-19 16:14:08","257946"
"1374","6","2020-10-19 16:06:27","151773"
"1375","6","2020-10-19 15:58:46","205520"
"1376","6","2020-10-19 15:51:05","344948"
"1377","6","2020-10-19 15:43:24","620101"
"1378","6","2020-10-19 15:35:43","200186"
"1379","6","2020-10-19 15:28:02","236605"
"1380","6","2020-10-19 15:20:21","243840"
"1381","6","2020-10-19 15:12:40","0"
"1382","6","2020-10-19 15:04:59","308266"
"1383","6","2020-10-19 14:57:18","0"
"1384","6","2020-10-19 14:52:09","0"
"1385","6","2020-10-19 14:47:00","248400"
"1386","6","2020-10-19 14:41:51","223004"
"1387","6","2020-10-19 14:36:42","207760"
"1388","6","2020-10-19 14:31:33","191360"
"1389","6","2020-10-19 14:26:24","0"
"1390","6","2020-10-19 14:21:15","271480"
"1391","6","2020-10-19 14:16:06","244293"
"1392","6","2020-10-19 14:10:57","259906"
"1393","6","2020-10-19 14:05:48","258000"
"1394","6","2020-10-19 14:00:39","286844"
"1395","6","2020-10-19 13:55:30","313925"
"1396","6","2020-10-19 13:50:21","299733"
"1397","6","2020-10-19 13:45:12","318066"
"1398","6","2020-10-19 13:40:03","250774"
"1399","6","2020-10-19 13:34:54","150066"
"1400","6","2020-10-19 13:29:45","511400"
"1401","6","2020-10-19 13:24:36","228639"
"1402","6","2020-10-19 13:19:27","189786"
"1403","6","2020-10-19 13:14:18","0"
"1404","6","2020-10-19 13:09:09","293960"
"1405","6","2020-10-19 13:04:00","0"
"1406","6","2020-10-19 12:58:51","277476"
"1407","6","2020-10-19 12:53:42","211933"
"1408","6","2020-10-19 12:48:33","167613"
"1409","6","2020-10-19 12:43:24","351266"
"1410","6","2020-10-19 12:38:15","255080"
"1411","6","2020-10-19 12:33:06","215160"
"1412","6","2020-10-19 12:27:57","0"
"1413","6","2020-10-19 12:22:48","241599"
"1414","6","2020-10-19 12:17:39","260506"
"1415","6","2020-10-19 12:12:30","293586"
"1416","6","2020-10-19 12:07:21","189360"
"1417","6","2020-10-19 12:02:12","163390"
"1418","6","2020-10-19 11:57:24","205026"
"1419","6","2020-10-19 11:52:36","203880"
"1420","6","2020-10-19 11:47:48","248146"
"1421","6","2020-10-19 11:43:00","235600"
"1422","6","2020-10-19 11:38:12","211626"
"1423","6","2020-10-19 11:33:24","204960"
"1424","6","2020-10-19 11:28:36","218560"
"1425","6","2020-10-19 11:23:48","170786"
"1426","6","2020-10-19 11:19:00","395500"
"1427","6","2020-10-19 11:14:12","345186"
"1428","6","2020-10-19 11:09:24","252040"
"1429","6","2020-10-19 11:04:36","175493"
"1430","6","2020-10-19 10:59:48","269533"
"1431","6","2020-10-19 10:55:00","0"
"1432","6","2020-10-19 10:50:12","155840"
"1433","6","2020-10-19 10:45:24","260213"
"1434","6","2020-10-19 10:40:36","0"
"1435","6","2020-10-19 10:35:48","232626"
"1436","6","2020-10-19 10:31:00","180943"
"1437","6","2020-10-19 10:26:12","250222"
"1438","6","2020-10-19 10:21:24","341133"
"1439","6","2020-10-19 10:16:36","224760"
"1440","6","2020-10-19 10:11:48","241226"
"1441","6","2020-10-19 10:07:00","339000"
"1442","6","2020-10-19 10:00:20","245480"
"1443","6","2020-10-19 09:53:40","233866"
"1444","6","2020-10-19 09:47:00","0"
"1445","6","2020-10-19 09:40:20","253666"
"1446","6","2020-10-19 09:33:40","218266"
"1447","6","2020-10-19 09:27:00","0"
"1448","6","2020-10-19 09:20:20","0"
"1449","6","2020-10-19 09:13:40","190173"
"1450","6","2020-10-19 09:07:00","208160"
"1451","6","2020-10-19 09:00:20","137933"
"1452","6","2020-10-19 08:53:40","220266"
"1453","6","2020-10-19 08:47:00","428133"
"1454","6","2020-10-19 08:40:20","221866"
"1455","6","2020-10-19 08:33:40","312613"
"1456","6","2020-10-19 08:27:00","196573"
"1457","6","2020-10-19 08:20:20","282093"
"1458","6","2020-10-19 08:13:40","380893"
"1459","6","2020-10-19 08:07:00","168226"
"1460","5","2020-10-16 18:36:32","266186"
"1461","5","2020-10-16 18:29:03","240120"
"1462","5","2020-10-16 18:21:34","0"
"1463","5","2020-10-16 18:14:05","0"
"1464","5","2020-10-16 18:06:36","262613"
"1465","5","2020-10-16 17:59:07","162666"
"1466","5","2020-10-16 17:51:38","208400"
"1467","5","2020-10-16 17:44:09","248226"
"1468","5","2020-10-16 17:36:40","831440"
"1469","5","2020-10-16 17:29:11","251133"
"1470","5","2020-10-16 17:21:42","329413"
"1471","5","2020-10-16 17:14:13","228653"
"1472","5","2020-10-16 17:06:44","255146"
"1473","5","2020-10-16 16:59:15","181049"
"1474","5","2020-10-16 16:51:46","296080"
"1475","5","2020-10-16 16:44:17","228093"
"1476","5","2020-10-16 16:36:48","266560"
"1477","5","2020-10-16 16:29:19","247960"
"1478","5","2020-10-16 16:21:50","316053"
"1479","5","2020-10-16 16:14:21","0"
"1480","5","2020-10-16 16:06:52","235506"
"1481","5","2020-10-16 15:59:23","0"
"1482","5","2020-10-16 15:51:54","188066"
"1483","5","2020-10-16 15:44:25","0"
"1484","5","2020-10-16 15:36:56","311906"
"1485","5","2020-10-16 15:29:27","0"
"1486","5","2020-10-16 15:21:58","232160"
"1487","5","2020-10-16 15:14:29","205800"
"1488","5","2020-10-16 15:07:00","177768"
"1489","5","2020-10-16 15:02:00","287000"
"1490","5","2020-10-16 14:57:00","236426"
"1491","5","2020-10-16 14:52:00","242080"
"1492","5","2020-10-16 14:47:00","217333"
"1493","5","2020-10-16 14:42:00","175093"
"1494","5","2020-10-16 14:37:00","277773"
"1495","5","2020-10-16 14:32:00","355120"
"1496","5","2020-10-16 14:27:00","320266"
"1497","5","2020-10-16 14:22:00","219466"
"1498","5","2020-10-16 14:17:00","338866"
"1499","5","2020-10-16 14:12:00","227760"
"1500","5","2020-10-16 14:07:00","271546"
"1501","5","2020-10-16 14:02:00","307333"
"1502","5","2020-10-16 13:57:00","238666"
"1503","5","2020-10-16 13:52:00","265533"
"1504","5","2020-10-16 13:47:00","215133"
"1505","5","2020-10-16 13:42:00","241773"
"1506","5","2020-10-16 13:37:00","219320"
"1507","5","2020-10-16 13:32:00","178960"
"1508","5","2020-10-16 13:27:00","194666"
"1509","5","2020-10-16 13:22:00","173493"
"1510","5","2020-10-16 13:17:00","0"
"1511","5","2020-10-16 13:12:00","242173"
"1512","5","2020-10-16 13:07:00","395704"
"1513","5","2020-10-16 13:02:00","0"
"1514","5","2020-10-16 12:57:00","241360"
"1515","5","2020-10-16 12:52:00","430346"
"1516","5","2020-10-16 12:47:00","348440"
"1517","5","2020-10-16 12:42:00","325640"
"1518","5","2020-10-16 12:37:00","264560"
"1519","5","2020-10-16 12:32:00","193106"
"1520","5","2020-10-16 12:27:00","177600"
"1521","5","2020-10-16 12:22:00","179526"
"1522","5","2020-10-16 12:17:00","313706"
"1523","5","2020-10-16 12:12:00","315453"
"1524","5","2020-10-16 12:07:00","241893"
"1525","5","2020-10-16 12:01:47","228081"
"1526","5","2020-10-16 11:56:34","289146"
"1527","5","2020-10-16 11:51:21","276213"
"1528","5","2020-10-16 11:46:08","0"
"1529","5","2020-10-16 11:40:55","0"
"1530","5","2020-10-16 11:35:42","202440"
"1531","5","2020-10-16 11:30:29","212346"
"1532","5","2020-10-16 11:25:16","296120"
"1533","5","2020-10-16 11:20:03","233240"
"1534","5","2020-10-16 11:14:50","0"
"1535","5","2020-10-16 11:09:37","311906"
"1536","5","2020-10-16 11:04:24","0"
"1537","5","2020-10-16 10:59:11","202573"
"1538","5","2020-10-16 10:53:58","221693"
"1539","5","2020-10-16 10:48:45","263546"
"1540","5","2020-10-16 10:43:32","315400"
"1541","5","2020-10-16 10:38:19","187293"
"1542","5","2020-10-16 10:33:06","152053"
"1543","5","2020-10-16 10:27:53","265866"
"1544","5","2020-10-16 10:22:40","263200"
"1545","5","2020-10-16 10:17:27","254120"
"1546","5","2020-10-16 10:12:14","0"
"1547","5","2020-10-16 10:07:01","0"
"1548","5","2020-10-16 10:00:42","157560"
"1549","5","2020-10-16 09:54:23","215866"
"1550","5","2020-10-16 09:48:04","350358"
"1551","5","2020-10-16 09:41:45","172645"
"1552","5","2020-10-16 09:35:26","202866"
"1553","5","2020-10-16 09:29:07","189226"
"1554","5","2020-10-16 09:22:48","205986"
"1555","5","2020-10-16 09:16:29","0"
"1556","5","2020-10-16 09:10:10","615760"
"1557","5","2020-10-16 09:03:51","0"
"1558","5","2020-10-16 08:57:32","224906"
"1559","5","2020-10-16 08:51:13","246840"
"1560","5","2020-10-16 08:44:54","271026"
"1561","5","2020-10-16 08:38:35","213173"
"1562","5","2020-10-16 08:32:16","359520"
"1563","5","2020-10-16 08:25:57","183800"
"1564","5","2020-10-16 08:19:38","214706"
